sent_id	sentence
5571	If you have these and go out , you will lose the addiction .
5572	How about recording your shopping account ?
5573	And you can recognize your regret .
5574	Finally , You have to have the strong mind to improve it or you might not be able to stop it .
5575	Here is plan that might work for you .
5576	Firstly , you should break off all credit cards .
5577	Secondly , how about joning a support group .
5578	If you go to a suppot group , many people will help you .
5579	Finally , why dont you try to something new ?
5580	EX do yoga , do hula I think that you should move your some bodies .
5581	I hope this helps you .
5582	All the best ,
5583	Dear Mr. / Ms .
5584	Thank you for your sending e-mail. We give you some advice for your shopping addiction .
5585	Could you try our advice .
5586	First of all , You should record your two shopping lists .
5587	One is your bought list .
5588	The other is your willing list .
5589	Second , Check the your two lists once a week .
5590	Please keep this way for three month .
5591	You can improve your shopping addiction .
5592	Dear Ms. Polaris My name is Shoji and I 'm a online-counselor. I made a proposal to beat your shopping addiction .
5593	At first , why do n't you try to start with exercise ?
5594	If you have a different taste you may forget your addiction .
5595	Second , I propose you a new job .
5596	That is a buyer .
5597	Because the buyer 's work is shopping .
5598	I highly recommend it to you .
5599	My best regards .
5600	I 'm sorry about your shopping addiction .
5601	I have a plan that might work for you .
5602	Firstly , you should throw away your all credit cards right now .
5603	If you do n't have cards , you can buy nothing .
5604	Secondly , if you go to a support group , many people will help you .
5605	Finally , how about doing some exercise .
5606	you 'll reduce your stress .
5607	I hope this helps you .
5608	Money spent in a day is decided .
5609	Then , even if it is the lowest , it is necessary to make it within the budget of that .
5610	There is not spending money too much .
5611	The complesive shopping disorder with be soloved little by little .
5612	If you really want to stop your shopping addiction , you should make a monthly money plan of shopping .
5613	Firstly , you have to know your salary per month .
5614	Secondly , you have to make a budget per month of shopping .
5615	I suggest that a budget is within 20 % of your salary might be better .
5616	Thirdly , you have to buy within the budget .
5617	Finally , you 'd better earn more salary .
5618	If you really want to stop your shopping addiction , you should make a monthly money plan of shopping .
5619	Firstly , you have to know your salary per month .
5620	Secondly , you have to make a budget per month of shopping .
5621	I suggest that a budget is within 20 % of your salary might be better .
5622	Thirdly , you have to buy within the budget .
5623	Finally , you 'd better earn more salary .
5624	I 'm a counselor for you .
5625	I like also shopping .
5626	Especially I like online shopping .
5627	When I buy something online , I record the items .
5628	I 've overcome my shopping addiction at the moment .
5629	I 've enjoyed looking my shopping note written myself .
5630	You should record your shopping list in a note .
5631	the date , the shop , the telephone number and the cost , etc. You can save your money .
5632	I think you should reprogram your attitudes and change your behaviors .
5633	First , you need to take step back and look at your shopping .
5634	And you should replace shopping with healthy habits instead .
5635	Next , you need to ask yourself why you shop ?
5636	It is important to identify what you really need .
5637	Spend your free time on doing something that you can be proud of .
5638	Firstly , you should change your interest replace shopping with another thing .
5639	I suggest you to exercise or study something .
5640	Secondly , you should reduce to watch TV not to watch CM films .
5641	Thirdly , you keep habit instead of go shopping .
5642	Finally , your interest will be changed , your shopping addiction will disappear .
5643	Thank you your enquily .
5644	Firstly you have to cancel your credit cards , if you have them .
5645	Secondly you have to sleep at least 8 hours every weekend .
5646	Finaly why do n't you start some exercise in the gym .
5647	If you do , you may get new good frinds and you may find new hobby in your life .
5648	Finally , you have money problems too .
5649	Why do n't you replace driving to work with cycling instead .
5650	I hope this helps you .
5651	All the best ,
5652	Thank you for asking me for advice on stopping shopping addiction .
5653	Here is a plan that might work for you .
5654	Firstly , you should set a date for your last shopping .
5655	This will help you make a plan .
5656	After you have made your plan , you have to stick to it .
5657	Secondly , how about doing some sports .
5658	If you have a good habits , Youâ€™ll feel much better , if you do a little exercise everyday .
5659	You should also give up activities that make you want to shopping , like going to department stores .
5660	Thank you for asking me for advice on stopping shopping .
5661	Here is a plan that might work for you .
5662	Firstly you should set a price that you can use by month .
5663	Secondly , how about joining a support group .
5664	If you go to a support group , many people will help you .
5665	Finally , do you think the stopping shoping really ?
5666	May be your determination is not enough .
5667	Polaris , You like shopping , do n't you ?
5668	So you 're always shopping and you are spending too much money for buying clothes , food , accessories and etc. If you are spending too much money , you 'll regret it later .
5669	If you replace shopping with cycling for example , you 'll feel much better .
5670	I think it 's also good for your health .
5671	Here are my suggestions to help you shopping addict .
5672	You have to exercise everyday .
